id,name,designation,greek,constellation,search,wikistatus,ra1,ra2,ra3,dec1,dec2,dec3,ra,dec,appmag_v,class,mass,radius,text,xrefs,ra_cat,dec_cat,hip,hd,bs,distance,appmag,absmag,spectrum,colourindex
164,GOMEISA,,,"Canis Minoris","Beta Canis Minoris",cache,7,27,9.04174,8,17,21.5368,1.951062973,0.1446758531,2.89,"B8 Ve",3.5,,"Blue star with restorative properties, whose local name is Peace [Dampness] After Weeping.",,7.45252008,08.28940893,36188,58715,,52.1920668058455,2.89,-0.698022476287371,B8Vvar,-0.097
165,"GORGONEA QUARTA",,,Persei,"Omega Persei",cache,3,11,17.4,39,36,42,0.8346600815,0.6913540055,4.63,K,,,"K-dwarf, evil subsidiary of ALGOL, acts as a galactic sump. Every direction in its system is down.",,3.18816707,39.61157075,14817,19656,,93.5453695042095,4.61,-0.24511147395611,K1III,1.115
166,"GORGONEA SECUNDA",,,Persei,"Pi Persei",cache,2,58,45.7,39,39,46,0.7799949149,0.6922460627,4.7,A,,,"A-giant, evil subsidiary of ALGOL. The rise and fall of empires are foretold by its shifting blemishes.",,2.97934735,39.66282739,13879,18411,,99.8003992015968,4.68,-0.315661392343865,A2Vn,0.065
167,"GORGONEA TERTIA",,,Persei,"Rho Persei",cache,3,5,10.59385,38,50,24.9943,0.8079851856,0.677890702,3.39,"M4 II",5,,"Large red giant, evil subsidiary of ALGOL. All of the constellations visible from this system are obscene.",,3.08624916,38.84053298,14354,19058,,99.7008973080758,3.32,-1.67349533489791,M3IIIvar,1.528
168,GRAFFIAS,,,Scorpii,"Beta Scorpii",cache,16,5,26.23198,-19,48,19.63,4.2125144639,-0.3456703608,2.6,"B0.5V + B2V",10,,"Sextuple system where space flight was invented in the steam age, its history inspired the first space operas.",,16.0906208,-19.80539286,78820,144217,,162.60162601626,2.56,-3.49562442112292,B0.5V,-0.065
169,GRUID,,,Gruis,"Beta Gruis",cache,22,42,40.05027,-46,53,4.4752,5.9457586409,-0.8182902274,2.13,"M5 III",2.4,,"Pre-Copernican system established as a supernature preserve. Access within its celestial sphere is strictly controlled.",,22.71109302,-46.88456594,112122,214952,,52.1648408972353,2.07,-1.51688943560969,M5III,1.610
170,GRUMIUM,,,Draconis,"Xi Draconis",cache,17,53,31.72962,56,52,21.5143,4.6841531616,0.9926148722,3.75,"K2 III","1.45 ± 0.17",,"Orange, metal-rich star populated by demons who have fitted it with active volcanoes. No-one is quite sure how.",,17.8921193,56.87245216,87585,163588,,34.1763499658236,3.73,1.06137160894646,K2III,1.177
171,HADAR,,,Centauri,"Beta Centauri",cache,14,3,49.40535,-60,22,22.9266,3.681874257,-1.0537082431,0.6,"B1 III","10.7 ± 0.1",,"Blue giant star which has evolved away from the Main Sequence in search of something it refers to as ""the new sound"".",,14.06373459,-60.37297840,68702,122451,,161.030595813205,0.61,-5.4245419991171,B1III,-0.231
172,HAMAL,,,Arietis,"Alpha Arietis",cache,2,7,10.4057,23,27,44.7032,0.5548987614,0.4094964368,2,"K2 III Ca-1","1.5 ± 0.2",,"Its inhabitants invented interstellar flight before science fiction. Lacking preconceptions, they conquered the Galaxy.",,2.11952383,23.46277743,9884,12929,,20.2101859337106,2.01,0.482148454785415,K2III,1.151
173,HATSYA,,,Orionis,"Iota Orionis",cache,5,35,25.98191,-5,54,35.6435,1.4636027064,-0.1031472304,2.77,"O9 III + B0.8 III/IV",,,"Close binary pair with a wide age difference, resulting in high X-ray emissions and the disapproval of neighbours.",,5.59055031,-05.90989984,26241,37043,,406.50406504065,2.75,-5.2953244644831,O9III,-0.210
174,"HEAD OF HYDRUS",,,Hydri,"Alpha Hydri",cache,1,58,46.19467,-61,34,11.4948,0.5182315005,-1.0745967712,2.9,"F0 IV",2,,"Sensory organ of the galactic animal, manifests as an ever-changing succession of glowing, biomorphic forms.",,1.97940884,-61.56992444,9236,12311,,21.8627022299956,2.86,1.16148080135365,F0V,0.290
175,HECATEBOLUS,,,Sagittarii,"Tau Sagittarii",cache,19,6,56.40897,-27,40,13.5189,5.004470483,-0.4829399679,3.326,"K1 III"," ",,"K-subgiant, home to a species whose habit of transmitting powerful, enigmatic signals has wrecked their economy.",,19.11567841,-27.66981416,93864,177716,,36.9139904023625,3.32,0.484045025165841,K1/K2III,1.169
0,"HERSCHEL'S GARNET STAR",,,Cephei,"Mu Cephei","No coords",21,43,30.46,58,46,48.166,,,4.08,M1,,,"M-supergiant, an immense red fog, its outer reefs trapping dragons, unwary vessels and the odd planet.",,21.72512637,58.78005308,107259,206936,,1612.90322580645,4.23,-6.80804155250873,M2Ia,2.242
176,HEZE,,,Virginis,"Zeta Virginis",cache,13,34,41.59115,neg,35,44.9487,3.5547696216,-0.0103990048,3.376,"A3 V","2.041 ± 0.024",,"Apparently ordinary A-dwarf which emits entangled photons, hinting that it is an experimental construct.",,13.5782652,-00.59593821,66249,118098,,22.4466891133558,3.38,1.62423854186447,A3V,0.114
177,"HOEDUS I",,,Aurigae,"Zeta Aurigae",cache,5,2,28.68739,41,4,33.02,1.3198097911,0.7169086316,3.751,"K5 Ib-II + B5–7 V","4.94 ± 0.79",,"Orange giant orbiting a hot blue subgiant, its eclipses were described by Sagan as ""like drinking a rainbow"".",,5.04130001,41.07588953,23453,32068,,241.545893719807,3.69,-3.22499829439551,"K4II comp",1.154
178,"HOEDUS II",,,Aurigae,"Eta Aurigae",cache,5,6,30.89337,41,14,4.1127,1.337423507,0.7196773672,3.18,"B3 V","5.4 ± 0.3",,"Blue dwarf, origin of Clear Spot, one of the more successful galactic religious franchises.",,5.10857473,41.23464074,23767,32630,,67.2494956287828,3.18,-0.958445157390228,B3V,-0.148
179,HOMAM,,,Pegasi,"Zeta Pegasi",cache,22,41,27.72072,10,49,52.9079,5.9404986876,0.1890429522,3.414,"B8 V"," ",,"Fabled system, merely to say its name is to be transported there. Species without FTL are advised not to say its name.",,22.69102078,10.83139111,112029,214923,,63.9386189258312,3.41,-0.618816256380853,B8.5V,-0.086
180,HYDROBIUS,,,Hydrae,"Zeta Hydrae",cache,8,55,23.62614,5,56,44.0354,2.3360960159,0.1037696919,3.1,"G9 II-III",4.2,,"G-type giant trundled across the heavens by a large beetle. Sacred in the skies of all insect worlds.",,8.92324579,05.94552770,43813,76294,,46.2107208872458,3.11,-0.213713717827341,G8III-IV,0.978
0,"INNES' STAR",,,,"LHS 40",cache,11,16,0.20551,-57,32,51.5988,,,10,"M3.5 III",,,"Small, perfectly-formed M-class star, inhabited by a debonair race of urban spacemen.",,,,,,,,,,,
181,JABBAH,,,Scorpii,"Nu Scorpii",cache,16,11,59.7,-19,27,39,4.2411282657,0.3396556168,4,B,,,"Septuple system of blue dwarfs in a blue nebula, the day and night skies of its worlds are a shimmering uniform haze.",,16.19992791,-19.46064684,79374,145502,,133.868808567604,4.00,-1.63339699092301,B2IV,0.076
182,"JABHAT AL AKRAB",,,Scorpii,"Omega Scorpii",cache,16,6,48.4,-20,40,9,4.2184898909,0.360745012,3.93,B,,,"Capital star of the Scorpio association, a group of local up-and-coming supernova candidates.",,16.11345346,-20.66913479,78933,144470,,129.87012987013,3.93,-1.63754637413759,B1V,-0.046
183,JIH,,,Pegasi,"Kappa Pegasi",cache,21,44,38.7344,25,38,42.128,5.6925902066,0.4475903072,4.159,F5IV,1.55/1.66/0.81,,"Home of the Yassa, a minor stellar empire founded by nomadic horselords whose spacefleets consisted largely of fodder scows.",,21.7440845,25.64500284,107354,206901,,35.2858151023289,4.14,1.40199922955721,F5IV,0.425
184,"JUXTA CRUCEM",,,Crucis,"Epsilon Crucis",cache,12,21,21.6,-60,24,4,3.2347932356,-1.0541982608,3.56,K3III,"1.42 ± 0.22",,"Orange giant, held in many religions to be the site of an ancient sacrifice. Mysteriously, it has no planets.",,12.35605869,-60.40136988,60260,107446,,69.9300699300699,3.59,-0.63331981267469,K3/K4III,1.389
185,KABDHILINAN,,,Aurigae,"Iota Aurigae",cache,4,56,59.62109,33,9,57.9585,1.2958794145,0.5788576378,2.69,"K3 II","7.1 ± 0.7",,"Grand K-giant supporting a prosperous system of brown, charcoal and off-white dwarfs.",,4.94989339,33.16613537,23015,31398,,156.985871271586,2.69,-3.28930283832325,K3IIvar,1.490
186,KAFFALJIDHMA,,,Ceti,"Gamma Ceti",cache,2,43,18.0391,3,14,8.939,0.7125335106,0.05647565,3.47,"A3 V + F3 V + K5"," ",,"Triple star described by Struve as ""an extraordinary  nontuple system"" before he cut down to three cups a day.",,2.72170126,03.23617162,12706,16970,,25.1382604323781,3.47,1.46832389394208,A3V,0.093
187,KAJAM,,,Herculis,"Omega Herculis",cache,16,25,24.9533,14,1,59.77,4.2996879382,0.2449267566,4.5821,"B9p Cr",,,"Not a star but the still-burning remains of an asteroid struck by a gluon-plasma superweapon known as the Big Stick.",,16.42359154,14.03341514,80463,148112,,72.0980533525595,4.57,0.280382305366425,"B9p Cr",0.002
0,"KAPTEYN'S STAR",,,Pictoris,"VZ Pictoris","No coords",5,11,40.58112,-45,1,6.2899,,,8.853,M1,,,"M-dwarf which fell into our Galaxy from the Omega Centauri globular cluster and will not shut up about it.",,5.19311469,-45.00448677,24186,33793,,3.91757423803181,8.86,10.8949138245048,M0V,1.543
188,"KAUS AUSTRALIS",,,Sagittarii,"Epsilon Sagittarii",cache,18,24,10.3184,-34,23,4.6193,4.8178591107,-0.6001247695,1.8,"B9.5 III","3.515 ± 0.138",,"Blue subgiant, terminal point of a weaponised Skein remnant, surrounded by dangerous void currents.",,18.40287397,-34.38431460,90185,169022,,44.3458980044346,1.79,-1.4442672689301,B9.5III,-0.031
189,"KAUS BOREALIS",,,Sagittarii,"Lambda Sagittarii",cache,18,27,58.24072,-25,25,18.1146,4.8344340896,-0.4436923403,2.82,"K0 IV",2.6,,"Attached to KAUS AUSTRALIS by a Skein remnant, tension is stretching the manifold here to near breaking point.",,18.46618597,-25.42124732,90496,169916,,23.696682464455,2.82,0.946562254808369,K1IIIb,1.025
190,"KAUS MEDIA",,,Sagittarii,"Delta Sagittarii",cache,18,20,59.64354,-29,49,41.1659,4.8039928436,-0.5205985832,2.7,"K3 III","3.35 ± 0.34",,"K-type giant which will be projected at 0.5 c by a stressed Skein remnant when its void hawsers are severed.",,18.34989489,-29.82803914,89931,168454,,93.7207122774133,2.72,-2.13917790287765,K3III,1.380
191,KEID,,,Eridani,"Omicron2 Eridani",cache,4,15,16.32,-7,39,10.34,1.113834222,-0.1335678175,4.43,K1V,0.84,,"Triple system, known locally as the Broken Husk, the relic of a forgotten event of cosmic rebirth.",,4.25489948,-07.64455846,19849,26965,,5.04439063761098,4.43,5.91595644515994,K1V,0.820
0,"KEPLER'S STAR",,,Ophiuchi,"SN 1604","No coords",17,30,42,-21,29,0,,,0,SN,,,"Local demiurgic signal beacon. Projected message: ""WACHET AUF"".",,,,,,,,,,,
192,KHAMBALIA,,,Virginis,"Lambda Virginis",cache,14,19,6.6,-13,22,16,3.7485745342,0.2333699135,4.52,A,,,"Home to the Spice Planets, famed for their schools of xenogastrosophy: ""Everything's delicious to somebody.""",,14.31850051,-13.37116634,69974,125337,,57.2409845449342,4.52,0.731464524914655,A1V,0.128
0,KISSĪN,,,"Comae Berenices","21 Coma Berenices","No coords",12,31,0.57,24,34,1.9,,,,A2lvar,,,"Tremulous white variable, its system overrun by vegetative replicators, it peeps shyly from delicate tangles.",,,,,,,,,,,
193,KITALPHA,,,Equulei,"Alpha Equulei",cache,21,15,49.4,5,14,53.1,5.5668294601,0.0915963336,3.92,G,,,"A-dwarf orbiting a G-giant, a close and somewhat codependent binary pair.",,21.26372131,05.24807390,104987,202447,,57.1102227298686,3.92,0.136430730417231,G0III+...,0.549
194,KLEEIA,,,Tauri,"Delta3 Tauri",cache,4,22,56.1,17,32,33,1.1472703672,0.306174384,3.77,A,,,"Modernist triple system, three circular outlines with primitive rays in a bold, assured and vigorous style.",,4.38222981,17.54258430,20455,27697,,46.9704086425552,3.77,0.410878307191613,G8III,0.983
195,KOCHAB,,,"Ursae Minoris","Beta Ursae Minoris",cache,14,50,42.3258,74,9,19.8142,3.8864356047,1.2942577023,2.08,"K4 III","2.2 ± 0.3",,"Retired Pole Star of Earth, delegate to the Lodestar Club and composer of that body's anthem, the Precessional.",,14.84510983,74.15547596,72607,131873,,38.7747188832881,2.07,-0.872743289310312,K4IIIvar,1.465
196,KORNEPHOROS,,,Herculis,"Beta Herculis",cache,16,30,13.19955,21,29,22.6008,4.320649797,0.3750644727,2.81,"G7 IIIa",2.9,,"Yellow giant with companion bearing biosphere spectral fingerprint VOV01CEA998 (""dessert planet"")",,16.50368379,21.48964850,80816,148856,,45.3103760761214,2.78,-0.500988334191725,G8III,0.947
197,KRAZ,,,Corvi,"Beta Corvi",cache,12,34,23.23484,-23,23,48.3374,3.2916353253,-0.4083505031,2.647,"G5 II","3.7 ± 0.1",,"G-giant, setting of the famous series of eponymous genitive epics, now in its 611th instalment (""Prince-Bishops of Kraz"").",,12.57312057,-23.39662306,61359,109379,,42.8449014567267,2.65,-0.509495741453243,G5II,0.893
0,"KRZEMIŃSKI'S STAR",,,Centauri,"V779 Centauri",,11,21,15.78,-60,37,22.7,,,,O6.5,,,"Blue giant distorted by its X-ray pulsar companion, believed to be an art project which got out of hand.",,,,,,,,,,,
198,"KULLAT NUNU",,,Piscium,"Eta Piscium",cache,1,31,29,15,20,45,0.3991713443,0.2678353181,3.62,G,,,"Bright giant, home to an aquatic species whose custom of luring terrestrial creatures (""beasting"") is controversial.",,1.52472051,15.34583101,7097,9270,,90.1713255184851,3.62,-1.1553422692542,G8III,0.974
199,KUMA,,,Draconis,"Nu Draconis",cache,17,32,10.56856,55,11,3.2739,4.5909845001,0.9631467312,4.8,"A6 V",,,"Yll's field work here led to her theory that dragons are the result of convergent bioengineering by many species.",,17.53622721,55.18411077,85819,159541,,30.3398058252427,4.89,2.47993601512539,Am...,0.251
200,"LA SUPERBA",,,"Canum Venaticorum","Y Canum Venaticorum",cache,12,45,7.83,45,26,24.92,3.3385116081,0.7930820724,5,C5,3,,"Beautiful ruby star, thought to be past its prime by some observers but still adored by devotees.",,12.75217466,45.44022447,62223,110914,,217.864923747277,5.42,-1.27093657231369,C7Iab,2.994
201,LESATH,,,Scorpii,"Upsilon Scorpii",cache,17,30,45.83712,-37,17,44.9285,4.5848226559,-0.6509347423,2.7,"B2 IV","11.4 ± 0.5",,"Louche blue star whose crumbling worlds slouch in stops and starts on their slipping orbits.",,17.512733,-37.29574016,85696,158408,,158.982511923688,2.70,-3.30674677277365,B2IV,-0.179
202,"LUCIDA ANSERIS",,,Vulpeculae,"Alpha Vulpeculae",cache,19,28,42.3,24,39,54,5.0994375586,0.43048546,4.44,M,,,"Home to two species who have overcome their predator-prey relationship to establish a peaceful civilisation.",,19.4784475,24.66516482,95771,183439,,90.9090909090909,4.44,-0.353036574208875,"M0 comp",1.502
203,"LUCIDA OPPIDI",,,Sagittarii,"Pi Sagittarii",cache,19,9,45.83293,-21,1,25.0103,5.0167913411,-0.3669312845,2.89,"F2 II","5.9 ± 0.3",,"Triple system whose primary planet is covered by a world-city and orbited by asteroid-suburbs.",,19.1627316,-21.02352534,94141,178524,,134.952766531714,2.88,-2.77090896010336,F2II/III,0.377
204,LUCY,,,Centauri,"V886 Centauri",cache,12,38,49.93,-49,48,1.2,3.3110299446,-0.8691797853,14,W,1.1,,"Diamond star inhabited by ultradense nuclear-spin beings who refer to the rest of the Galaxy as ""the fluffiverse"".",,,,,,,,,,,
0,"LUYTEN'S STAR",,,"Canis Minoris","GJ 273","No coords",7,27,24.4991,5,13,32.827,,,9.872,M3.5v,,,"Elegant M-dwarf whose piquant spectrum shows strong irony-III emission lines and some self-absorption.",,,,,,,,,,,
205,MAASYM,,,Herculis,"Lambda Herculis",cache,17,30,44.3099,26,6,38.323,4.5847115933,0.4557167299,4.402,K4III,,,"The migratory habits of stars are not well understood. This K-giant is believed to mark SOL'S ancestral breeding ground.",,17.512305,26.11060450,85693,158899,,112.612612612613,4.41,-0.847935171106994,K3IIIvar,1.434
206,"THE MAGNIFICENT SEVEN",,,"Coronae Australis","RX J1856.5-3754 et. al.","No coords",18,56,35,-37,54,36,,,20,pulsar,,,"Posse of maverick neutron stars in an uneasy alliance against a common foe.",,,,,,,,,,,
207,MAIA,,,Tauri,"20 Tauri",cache,3,45,49.6067,24,22,3.895,0.9853552053,0.4252974446,3.871,B8III,4+,,"Blue giant, resort system of the Pleiades cluster. Massive ocean worlds bask in surrender beneath its violet rays.",,3.76377586,24.36785796,17573,23408,,110.37527593819,3.87,-1.34435901161593,B8III,-0.063
208,MARFAK,,,Herculis,"Kappa Herculis",cache,16,8,4.5255,17,2,49.129,4.2240258935,0.2975259334,5.1628,"G8III ",3.4,,"G-giant, home to a hominid species whose philosophy is based solely on reason. At war with MARFARK and MARFIK.",,16.13459624,17.04699349,79043,145001,,119.047619047619,5.00,-0.378603569690592,G8III,0.931
209,MARFARK,,,Cassiopeiae,"Theta Cassiopeiae",cache,1,11,6.2,55,8,59,0.310246819,0.9625442343,4.34,A,,,"A-dwarf, home to a bureaubot species whose philosophy is based solely on rezoning. At war with MARFAK and MARFIK.",,1.18498074,55.14994765,5542,6961,,42.1407501053519,4.34,1.21648869108669,A7Vvar,0.170
210,MARFIK,,,Ophiuchi,"Lambda Ophiuchi",cache,16,30,54.8229,1,59,2.123,4.3236767325,0.0346259894,3.9,A0V+,,,"Binary star, home to a vegetable species whose philosophy is based solely on rhizomes. At war with MARFAK and MARFARK.",,16.51523367,01.98410056,80883,148857,,50.9424350483953,3.82,0.284601498000031,A2V,0.022
211,MARKAB,,,Puppis,"k¹ Puppis",cache,7,38,49.88,-26,48,14,6.0421592245,0.2653819752,4.5,B,2.6,,"Blue giant, third of the second set of line-of-sight cognates identified by Yule (see also ACAMAR, ACHERNAR).",,23.07933801,15.20536786,113963,218045,,42.8082191780822,2.49,-0.66763580779819,B9.5III,-0.002
212,MARKAB,,,Puppis,"k² Puppis",cache,7,38,49.8,-26,48,13,6.0421592245,0.2653819752,4.62,B,2.6,,"Blue giant, it and k¹ Puppis comprise the only Yulean cognate pair to have ever been collinear with SOL.",,,,113963,218045,,42.8082191780822,2.49,-0.66763580779819,B9.5III,-0.002
213,MARKAB,,,Pegasi,"Alpha Pegasi",cache,23,4,45.65345,15,12,18.9617,6.0421592245,0.2653819752,2.48,"B9 III ",2.6,,"B-giant. A concerted attempt by Yule's colleagues to ""correct"" its name to ""MARKCD"" provoked a diplomatic incident.",,,,113963,218045,,42.8082191780822,2.49,-0.66763580779819,B9.5III,-0.002
214,MARKAB,,,Velorum,"Kappa Velorum",cache,9,22,6.81761,-55,0,38.4017,6.0421592245,0.2653819752,2.48,B,2.6,,"Yule's attempts to explain the fourth MARKAB destroyed his reputation; he died before the discovery of Old Earth.",,,,113963,218045,,42.8082191780822,2.49,-0.66763580779819,B9.5III,-0.002
215,MATAR,,,Pegasi,"Eta Pegasi",cache,22,43,0.13743,30,13,16.4822,5.9472194204,0.5274602303,2.95,"G2 II + F0 V","3.82 ± 0.52",,"Duress binary pair consisting of a bright giant which has captured an F-dwarf against the latter star's will.",,22.71670238,30.22130866,112158,215182,,65.8761528326746,2.93,-1.16364114220269,G2II-III..,0.852
216,MEBSUTA,,,Geminorum,"Epsilon Geminorum",cache,6,43,55.92626,25,7,52.0515,1.7624862938,0.4386208833,3.06,"G8 Ib","19.2 ± 0.1",,"G-giant in an advanced and startling phase of stellar evolution which appears to be growing limbs.",,6.73220272,25.13115531,32246,48329,,277.008310249307,3.06,-4.15246399047171,A3mA6-A9,1.377
217,MEGREZ,,,"Ursae Majoris","Delta Ursae Majoris",cache,12,15,25.56063,57,1,57.4156,3.208901322,0.9954069205,3.312,"A3 V",1.63,,"Evil star on which a race of rats live, in defiance of an ancient proverb.",,12.25706919,57.03259792,59774,106591,,24.9687890137328,3.32,1.33301260210128,A3Vvar,0.077
218,MEISSA,,,Orionis,"Lambda Orionis",cache,5,35,8.27761,9,56,2.9611,1.4623152133,0.1733837282,4,"O8 III + B0.5 V","27.9 ± 3.3",,"Fine star with a hard ceramic interior, delicate blue underglaze and extensive craquelure.",,5.58563269,09.93416294,26207,36861,,323.624595469256,3.39,-4.16020760287583,O...,-0.160
219,MEKBUDA,,,Geminorum,"Zeta Geminorum",cache,7,4,6.53079,20,34,13.0739,1.8505239396,0.3590194335,4,G0Ibv,"7.7 ± 0.3",,"Egotistical Cepheid variable, its spectrum a single voiceless word, at all wavelengths, in all languages: ""MEKBUDA!""",,7.06848205,20.57029939,34088,52973,,358.4229390681,4.01,-3.76197898363201,"G3Ibv SB",0.899
220,MENKALINAN,,,Aurigae,"Beta Aurigae",cache,5,59,31.72293,44,56,50.7573,1.5687399602,0.7844806889,1.9,"A1m IV + A1m IV","2.389 ± 0.013",,"Close pair of white giants orbited by a red dwarf whose inhabitants gaze on the mighty pair with joy and terror.",,5.99215817,44.94743492,28360,40183,,25.1762336354481,1.90,-0.104953800883282,A2V,0.077
221,MENKAR,,,Ceti,"Alpha Ceti",cache,3,2,16.77307,4,5,23.0596,0.7953445817,0.0713794072,2.53,"M1.5 IIIa","2.3 ± 0.2",,"Red giant with companion bearing biosphere spectral fingerprint JTJ673AA560 (""utopia planet, feminist separatist"")",,3.03799418,04.08992539,14135,18884,,67.476383265857,2.54,-1.60575898178345,M2III,1.630
222,MENKENT,,,Centauri,"Theta Centauri",cache,14,6,40.94752,-36,22,11.8371,3.6943491557,-0.6347754592,2.06,"K0 III"," ",,"Planetless K-giant embedded in a structural element of the galactic animal, perhaps as an ancient safety marker.",,14.11147907,-36.36869575,68933,123139,,18.6846038863976,2.06,0.702580523798834,K0IIIb,1.011
223,MENKIB,,,Persei,"Xi Persei",cache,3,58,57.9011,35,47,27.717,1.0426815918,0.6246713598,4.042,O7.5IIIe,40,,"Blue giant, one of the hottest nearby stars, a popular location for spacefaring civilizations to see and be seen.",,3.98274992,35.79102701,18614,24912,,543.478260869565,3.98,-4.69591088495232,O7.5Iab:,0.016
224,MERAK,,,"Ursae Majoris","Beta Ursae Majoris",cache,11,1,50.47654,56,22,56.7339,2.8878273465,0.9840589754,2.37,"A1 V",2.7,,"A-type star whose circumstellar disk supports a rich ecosystem of plasms and drifters.",,11.0306641,56.38234478,53910,95418,,24.3486729973216,2.34,0.407623514268262,A1V,0.033
225,MERGA,,,Boötis,"38 Boötis",cache,14,49,18.7,46,6,58,3.8803541649,0.8048779771,5.76,F,,,"F-giant, one of the Filter Stars, surrounded by tempting artefacts and puzzles which lead explorers to a special prize.",,14.82185429,46.11639336,72487,130945,,46.8603561387067,5.76,2.40597207544226,F7IVw,0.482
226,MEROPE,,,Tauri,"23 Tauri",cache,3,46,19.5739,23,56,54.09,0.9875344816,0.4179777034,4.113,B6IVe," ",,"Blue giant surrounded by a hazy nebula through which its circling planets trace expanding copper-pink spirals.",,3.77210009,23.94846207,17608,23480,,110.132158590308,4.14,-1.06957075739457,B6IV,-0.051
227,MESARTHIM,,,Arietis,"Gamma Arietis",cache,1,53,31.81479,19,17,37.879,0.4953691505,0.3367413,3.86,"B9 V + A1p Si"," ",,"Binary sustained by the prayers of its inhabitants. It slid 3ly galactic south when they were interrupted by meteors.",,1.892157,19.29409264,8832,11502,,62.65664160401,3.88,-0.104835564926447,"A1p Si",-0.047
228,MIAPLACIDUS,,,Carinae,"Beta Carinae",cache,9,13,11.97746,-69,43,1.9473,2.4137887164,-1.2167948176,1.68,"A1 III–",3.5,,"Serene water star, a cloud of white vapour surrounding a core of ultradense ice.",,9.22006688,-69.71747245,45238,80007,,34.0831629175187,1.67,-0.992699452463681,A2IV,0.070
229,MIMOSA,,,Crucis,"Beta Crucis",cache,12,47,43.26877,-59,41,19.5792,3.3498154344,-1.0417655979,1.3,"B0.5 III",16,,"Intricate blue dwarf, home to the Machine Elves, a race of minor demiurges. Only to be approached by astral travel.",,12.79536635,-59.68873246,62434,111123,,108.108108108108,1.25,-3.91929133630484,B0.5III,-0.238
230,MINARUJA,,,Hydrae,"Sigma Hydrae",cache,8,38,45.4,3,20,29,2.2635029625,0.0583182377,4.44,K,,,"K-type star, last outpost before the Uninhabited Spot, a bustling mercantile zone and tax haven.",,8.64595799,03.34147477,42402,73471,,108.108108108108,4.45,-0.719291336304836,K2III,1.216
231,MINKAR,,,Corvi,"Epsilon Corvi",cache,12,10,7.48058,-22,37,11.162,3.185769888,-0.3947894141,3.024,"K2 III",3.2,,"K-giant, home to an avian race who aspire to flightlessness and who proudly style themselves ""they who creep"".",,12.16875718,-22.61979211,59316,105707,,93.0232558139535,3.02,-1.82295767874188,K2III,1.326
232,MINTAKA,,,Orionis,"Delta Orionis",cache,5,32,0.4,neg,17,57,1.448652368,-0.0052214433,2.23,"O9.5 II + B0.5III",20,,"Hot O and B giants in a tight orbit, a celestial amour fou which must end with one or both partners going supernova.",,5.53344437,-00.29909340,25930,36486,,280.898876404494,2.25,-4.99275001013562,O9.5II,-0.175
233,MIRA,,,Ceti,"Omicron Ceti",cache,2,19,20.7921,-2,58,39.4956,0.6080139592,-0.0519695812,3.04,"M7 IIIe",1.18,,"Magnificent system, a white dwarf linked to a pulsing red giant by a vast stream of glowing gas teeming with new life.",,2.32244073,-02.97706055,10826,14386,,128.369704749679,6.47,0.927687288362822,M5e-M9e,0.966
234,MIRACH,,,Andromedae,"Beta Andromedae",cache,1,9,43.92388,35,37,14.0075,0.3042635307,0.6216960122,2.06,"M0 III",3&ndash;4,,"Illusory red giant, believed to have been constructed as a decoy by a local trickster deity.",,1.16216599,35.62083048,5447,6860,,61.1246943765281,2.07,-1.86108350332348,M0IIIvar,1.576
235,MIRAM,,,Persei,"Eta Persei",cache,2,50,41.8,55,53,44,0.7448047139,0.9755614817,3.76,K,,,"Folksy K-type star which prides itself on being ""the biggest little subgiant in the Orion Arm"".",,2.84494243,55.89552955,13268,17506,,408.163265306122,3.77,-4.28416957817734,"K3Ib comp SB",1.690
236,MIRFAK,,,Persei,"Alpha Persei",cache,3,24,19.37009,49,51,40.2455,0.8915265512,0.8702417478,1.82,"F5 Ib","7.3 ± 0.3",,"Brilliant white giant, capital star of the Alpha Persei Cluster. Not to be confused with MARFAK, MARFARK or MARFIK.",,3.40537459,49.86124281,15863,20902,,181.488203266788,1.79,-4.50424200574107,F5Ib,0.481
237,MIZAR,,,"Ursae Majoris","Zeta Ursae Majoris",cache,13,23,55.5,54,55,31,3.5077845473,0.9586269398,2.23,"A2 V/A2 V/A1 V ",,,"Quadruple system with a peaceful polity based entirely on eclipse cycles and psychedelic spore consumption.",,,,65378,116656,,23.9635753654445,2.23,0.332241923558545,A2V,0.057
238,MOTHALLAH,,,Trianguli,"Alpha Trianguli",cache,1,53,4.9071,29,34,43.7801,0.4934123681,0.5162479341,3.42,F5III,1.7,,"F-type instar, a rapidly rotating chrysalis, faintly visible forms within hint at the next stage of its life-cycle.",,1.88469439,29.57939727,8796,11443,,19.657951641439,3.42,1.95230868815677,F6IV,0.488
239,MUHLIFAIN,,,Centauri,"Gamma Centauri",cache,12,41,31.04008,-48,57,35.5375,3.3227462002,-0.8545109595,2.17,A1IV+,2.91,,"The Two Things, binary system home to a saurian race whose language lacks precise nouns. See also: MULIPHEIN",,12.69200138,-48.95988553,61932,110304,,39.984006397441,2.20,-0.809431541347487,A1IV,-0.023
240,MULIPHEIN,,,"Canis Majoris","Gamma Canis Majoris",cache,7,3,45.5,-15,38,0,1.8489945374,0.2728531397,4.11,B,,,"Uninhabited A-giant named the Two Things, That One, Hare, the Lexicographer's Oath. See also: MUHLIFAIN",,7.06263699,-15.63325876,34045,53244,,123.304562268804,4.11,-1.34489572894422,B8II,-0.112
