id,name,designation,greek,constellation,search,wikistatus,ra1,ra2,ra3,dec1,dec2,dec3,ra,dec,appmag_v,class,mass,radius,text,xrefs
265,PHERKAD MINOR,,,Ursae Minoris,,,15,17,5.89,71,49,26,4.0015956431,1.2535633427,5.024,K4III,,,"K-giant, established as backup capital and audit mirror of the empire of PHERKAD MAJOR (q.v.).",PHERKAD MAJOR 
266,PHORBACEUS,,,Ophiuchi,,,18,7,21.02,9,33,49.2,4.7444608598,0.1669174719,3.71,A,,,"Scene of an ancient atrocity, constellations in which it appears were expunged from the zodiacs of many worlds.",
267,PLEIONE,,,Tauri,,,3,49,11.2161,24,8,12.163,1.0000166546,0.421265094,5.048,B8IVpe ,,,"Blue giant whose variability is due to a circumstellar gas disk, polar winds, a mild inferiority complex and tidal mumps.",
268,POLARIS,,,Ursae Minoris,,,2,31,49.09,89,15,50.8,0.6624317182,1.5579526428,1.97,F,,,"Current lodestar of Earth, a grand star system whose many species are yet haunted by dreams of navigating apes.",
269,POLARIS AUSTRALIS,,,Octantis,,,21,8,46.8,-88,57,23,5.5360971209,-1.5525818768,5.42,F0 III,,,"Earth's southern Pole Star, its insufficient wattage was condemned in the proceedings of the Lodestar Club.",
270,POLIS,,,Sagittarii,,,18,13,45.8,,3,32,4.7724428511,0.0616683002,3.84,B,,,"Quadruple system networked by the Skein and bustling with traffic, its inhabitants think orbits are for ""rubes"".",
271,POLLUX,,,Geminorum,,,7,45,18.94987,28,1,34.316,2.0303233289,0.4891494474,1.15,K0 III,,,"K-giant whose one planet has one moon with one mountain with one cave in which lives one creature, named Pollux.",
272,PORRIMA,,,Virginis,,,12,41,39.64344,-1,26,57.7421,3.3233718542,-0.0252963275,2.7,F0 V/F0 V,,,"Home to the Time Ladies, demiurges charged with averting, or rendering instructive or amusing, causality paradoxes.",
273,PRAECIPUA,,,Leonis Minoris,,,10,53,18.70487,34,12,53.5375,2.8506102604,0.5971621613,3.83,K0+III-IV,,,K-subgiant at the fixed point of our Galaxy; a foldspace drive activated here will take you exactly nowhere.,
274,PRIMA STRUTHIONUM,,,Ceti,,,1,8,35.39148,-10,10,56.157,0.2992797139,-0.1777140641,3.446,K1 III,,,"Robust, peppery red giant with subtle tobacco and chocolate notes, an excellent complement to rare earths.",
275,PRIMUS HYADUM,,,Taurii,,,4,19,47.6037,15,37,39.512,1.1335625294,0.2727538111,3.65,K,,,"K-giant, home to the oldest civilisation in the Hyades, an echinoderm race famed for poetry and lava-sculpting.",
276,PRINCEPS,,,Boötis,,,15,15,30.16295,33,18,53.3926,3.9946341756,0.5814534955,3.5,G8 III,,,"Rare example of a purple dwarf, a volatile star with high-energy emissions over a wide range of musical genres.",
277,PROCYON,,,Canis Minoris,,,7,39,18.1195,5,13,29.9552,2.0040830039,0.0911932362,0.34,F5 IV–V,,,"F-subgiant, its white dwarf companion is host to a dragon colony that migrated from SOL in the distant past.",SOL 
278,PULCHERRIMA,,,Boötis,,,14,44,59.21746,27,4,27.2099,3.8614840621,0.4725343682,2.37,K0 II-III,,,"Beautiful if narcissistic binary pair, a white sphere and an orange, tidally locked in mutual adoration.",
279,QUARTA STRUTHIONUM,,,Ceti,,,1,51,28,-10,20,6,0.4863650849,-0.1803797782,3.9,K,,,K-giant whose desert planet was colonised by a hominid species expert at believing their own legal fictions.,
280,QUINTA STRUTHIONUM,,,Ceti,,,2,0,0.31,21,4,40,0.5236213194,0.3678766212,3.99,K,,,"Red giant orbited by a strange megastructure thought by scholars to be a prison, hospital, ship or resort.",
281,RANA,,,Eridani,,,3,43,14.9,-9,45,48.2,0.9741046166,-0.1704032823,3.54,K0 IV,,,"K-subgiant with planetary companion bearing biosphere spectral fingerprint BRKE7E7E7E7 (""swamp planet"")",BRKE
282,RAS ALGETHI,,,Herculis,,,17,14,38.8,14,23,25,4.514497732,0.2511577275,3,M5IIvar / (G5III+F2V),,,"Home to a planet-wide sentient ocean whose enigmatic signals are now thought to mean: ""HELP, I CAN'T GET UP"".",HELP I CAN T GET UP
283,RAS ALHAGUE,,,Ophiuchi,,,17,34,56.06945,12,33,36.1346,4.6030200645,0.2192140066,2.1,A5 III,,,"White star, site of the Court of Relativity, with jurisdiction over spacelike precedence and looped successions.",
284,RAS ELASED AUSTRALIS,,,Leonis,,,9,45,51.0733,23,46,27.3208,2.5562581862,0.4149390405,2.98,G1 II,,,Prosperous system which punishes any migrants whose desperation reminds the inhabitants how lucky they are.,
285,RAS ELASED BOREALIS,,,Leonis,,,9,52,45,26,0,23,2.5863597853,0.4538971127,4.1,K,,,"Whiter-than-white star, a projection of the dreams of the ruling caste of RAS ELASED AUSTRALIS (q.v.)",RAS ELASED AUSTRALIS 
286,RASTABAN,,,Draconis,,,17,30,25.9617,52,18,4.9993,4.5833772746,0.9128314361,2.79,G2 Ib–IIa,,,"Location of Yll's homeworld, devasted by dragons in her youth, an event which triggered her scientific career.",
287,REGOR,,,Velorum,,,8,9,31.95013,-47,20,11.7108,2.1359884896,-0.8261792882,1.78,O,,,"Vast Wolf-Rayet star orbiting a hot O-dwarf, emitting gas clouds said to haunted by the ghosts of ancient astronauts.",
288,REGULUS,,,Leonis,,,10,8,17,11,59,0,2.6541367379,0.209148622,1.35,B,,,"Lost quadruple system, its final message: ""OH SUITCASES FULL OF BLUE PUPPETS, SAVE US FROM THE PLIGHT OF LITTLE KING!""",OH SUITCASES FULL OF BLUE PUPPETS SAVE US FROM THE PLIGHT OF LITTLE KING
289,REVENANTE OF THE SWAN,,,Cygni,,,20,17,47.2018,38,1,58.549,5.313596861,0.6637998575,4.795,B1Ia+,,,"Distant, undead star, a haggard giant, brightening in visible frequencies as it dims in the ultraviolet.",
290,RIGEL,,,Orionis,,,5,14,32.2721,-8,12,5.8981,1.3724303562,-0.1431455935,0.12,B8 Ia,,,"Blue supergiant, gateway to Orion. Famous as the home system of a band of legendary AI warriors, the Rigel Ro-Friends.",AI 
291,RIGIL KENTAURUS,,,Centauri,,,14,39,36.4951,-60,50,2.308,3.8380150298,-1.0617531511,-0.27,G2 V,,,"Triple system inhabited by centaurs, the coincidence of names being a race-memory of their brief visit to SOL.",SOL
292,RIJL AL AWWA,,,Virginis,,,14,43,3.6,5,39,30,3.8530761232,0.0987565468,3.87,F,,,"F-dwarf, its second planet home to an urbane species of pack predator who melodiously call to multiple moons.",
293,ROTANEV,,,Delphini,,,20,37,32.9413,14,35,42.3195,5.3998262707,0.2547323533,3.6,F5 III + F5 IV,,,"F-binary pair, astronomer Niccolò Cacciatore gave it the reversed Latin form of his own surname. See also: SUALOCIN.",SUALOCIN
294,RUCHBA,,,Cygni,,,20,30,3.54116,48,57,5.6446,5.3671449703,0.8543660346,5.44,M,,,B-giant. A probe launched from this system into a nearby flexure point of the galactic animal caused the Great Voidquake.,A 
295,RUCHBAH,,,Cassiopeiae,,,1,25,48.95147,60,14,7.0225,0.3744423174,1.0513040322,2.68,A5III-IVv,,,Bright young giant star which has exhausted both its supplies of hydrogen and its parent cluster's patience.,
296,RUKBALGETHI GENUBI,,,Herculis,,,17,56,15.1805,37,15,1.941,4.696039645,0.6501445566,3.851,K1IIaCN,,,"The ""Southern Knee"", at war with RUKBALGETHI SHEMALI (q.v.) following a disputed refereeing decision.",RUKBALGETHI SHEMALI 
297,RUKBALGETHI SHEMALI,,,Herculis,,,16,19,44.4368,46,18,48.119,4.2749248795,0.8083207312,3.89,B5 IV,,,"The ""Northern Knee"", at war with RUKBALGETHI GENUBI (q.v.) Sadly, the recent truce may only be halftime.",RUKBALGETHI GENUBI 
298,RUKBAT,,,Sagittarii,,,19,23,53.17483,-40,36,57.3705,5.0784117829,-0.7088818163,3.97,B8 V,,,"B-dwarf, home to the Thieves' Planet, a place of sound ethical values ever since they stole another species' mores.",
299,RUKH,,,Cygni,,,19,44,58.47854,45,7,50.9161,5.1704272653,0.7876812291,2.87,B9 III + F1 V,,,The Parliament of Rukh is one of the Galaxy's oldest anarchies. Its chief exports are political theorists and assassins.,
300,THE RUNAWAY STAR,,,1830,,,11,52,58.7691,37,43,7.239,3.1109598781,0.6583151119,6.44,G8Vp,,,"F-dwarf with apparently high proper motion, caught on a void snag while the Galaxy streams around it.",
301,RUTICULUS,,,Herculis,,,16,41,17.16104,31,36,9.7873,4.3689344392,0.5515714938,2.81,F9 IV + G7 V,,,"Binary system, home to a transcended race who tired of aloof godhood and went ""from the sublime to the Ruticulus"".",
302,SABIK,,,Ophiuchi,,,17,10,22.68689,-15,43,29.6639,4.4958726611,-0.2744513954,2.43,A1 V + A3 V,,,White binary pair in a highly eccentric orbit which gives both members a little space every now and then.,
303,SADACHBIA,,,Aquarii,,,22,21,39.37542,-1,23,14.4031,5.8540797787,-0.0242135495,3.849,A0 V,,,"A-dwarf, current resting place of the Tabernacle, a demountable shrine the size of a small planet.",
304,SADALBARI,,,and μ Pegasi,,,22,50,0.19315,24,36,5.6984,5.9777667343,0.4293786226,3.5,G,,,"Appearing as twin stars 200 ly apart, this yellow giant was being translocated through a wormhole and got stuck.",
305,SADALMELIK,,,Aquarii,,,22,5,47.03593,0,19,11.4568,5.7848236966,0.0055824201,2.942,G2 Ib,,,"Vast golden supergiant, the inhabitants of its five worlds find the light of other suns to be sickly by comparison.",
306,SADALPHERETZ,,,Pegasi,,,22,46,31.87786,23,33,56.3561,5.962617619,0.4112982609,3.96,G8II-III,,,Yellow giant which was displaced from its station by SADALBARI and then sold its naming rights to a local wizard.,SADALBARI 
307,SADALSUUD,,,Aquarii,,,21,31,33.53171,-5,34,16.232,5.6354886556,-0.0972353567,2.87,G0 Ib,,,"Not just a lucky star, but the luckiest, this G-type giant has a wide Goldilocks zone and a winning personality.",
308,SADIRA,,,Eridani,,,3,32,55.84496,-9,27,29.7312,0.9290856637,-0.1650777552,3.736,K2V,,,"Small, K-class star, a near neighbour of SOL, surrounded by belts of asteroids that never quite got it together.",SOL
309,SADR,,,Cygni,,,20,22,13.70184,40,15,24.045,5.3329772908,0.7026115974,2.24,F8 Iab,,,"Syrupy, aromatic yellow supergiant with mucilaginous flesh and a chewy nougat core.",
310,SAIPH,,,Orionis,,,5,47,45.38884,-9,40,10.5777,1.5173738957,-0.1687664432,2.05,B0.5 Iab:,,,"B-giant in the Orion supernova factory, site of an environmental dispute between demiurges and preservationists.",
311,SALM,,,Pegasi,,,23,20,38.2,23,44,25,6.1114303644,0.4143460126,4.1,A,,,Bland white star whose spectrum will put most biological sophonts into a light coma. AI pilots are essential.,AI 
312,SARGAS,,,Scorpii,,,17,37,19.12985,-42,59,52.1808,4.6134237103,-0.7504536698,1.86,F0 II,,,"Evolved yellow giant at a still point in the Galaxy, surrounded by a cloud of odd socks, pens and minor pop deities.",
313,SARIN,,,Herculis,,,17,15,1.9106,24,50,21.135,4.5161783823,0.4335258963,3.126,A3IV,,,"An A-giant and F-dwarf in a tight orbit, in turn orbited by a yellow dwarf that feels like a bit of a third wheel.",
314,SARIR,,,Ursae Majoris,,,9,32,51.4339,51,40,38.2811,2.4995612091,0.9019390389,3.166,F6 IV,,,"F-subgiant, its fourth planet is a rare example of a glass giant, a great orb refracting the constellations.",
315,SASIN,,,Leporis,,,5,5,27.66537,-22,22,15.7239,1.3328254371,-0.3904482076,3.166,K4 III,,,"Young, jumped-up K-giant, with a feisty emission spectrum and a rotational speed well above its station.",
316,SCEPTRUM,,,Eridani,,,4,38,10.8,-14,18,14,1.2137892283,-0.249649957,3.87,K,,,"K-class dwarf of the House of Hohernzollen, sometime capital of the Holy Roman Stellar Empire.",
317,SCHEAT,,,Pegasi,,,23,3,46.45746,28,4,58.0336,6.0378543706,0.4901370982,2.42,M2.3 II-III,,,"Festive red giant with a cheerful atmosphere compared to most stars of that class, garlanded with ribbons of ejected gas.",
318,SCHEDAR,,,Cassiopeiae,,,0,40,30.4405,56,32,14.392,0.1767466208,0.9867625782,2.25,K0IIIa,,,"Mature yellow giant with a waxy orange chromosphere and pungent spectrum, a line-of-sight cognate with SADR.",SADR
319,SEAT,,,Aquarii,,,22,25,16.62285,1,22,38.6346,5.8698784576,0.0240401389,4.66,B1 Ve,,,"When you wish upon a star, it is routed to the demiurges of this binary, currently running a three-cosmic-year backlog.",
320,SECUNDA STRUTHIONUM,,,Ceti,,,1,24,1.4,8,11,0,0.3666209538,0.1428261105,3.6,K,,,"K-giant, the inhabitants of its one planet have no culture apart from a single sport, which they are bad at.",
321,SECUNDUS HYADUM,,,Tauri,,,4,22,56.1,17,32,33,1.1472703672,0.306174384,3.77,K,,,"Binary star, female in myth but male in grammar. The real genders of stars are noncommutative vector operators.",
322,SEGIN,,,Cassiopeiae,,,1,,23.72567,63,40,12.3628,0.3653221525,1.1112528936,3.37,B3 III,,,"Blue-white cosmic pearl secreted by the galactic animal around an ancient generation ship, lost in a nacreous tomb.",
323,SEGINUS,,,Boötis,,,14,32,4.6719,38,18,29.709,3.8051575195,0.6686051368,3,A7 III,,,Classical white star which is currently in a smooth transition from a hydrogen-fusing dwarf to a bright giant.,
324,SEPHDAR,,,Sagittarii,,,18,17,37.63505,-36,45,42.0667,4.7893023717,-0.6416124452,3.11,M2 III,,,"Neurotic red giant with strong emission lines at 4860 ångströms, indicating a buildup of resentment.",
325,SHAM,,,Sagittae,,,19,40,5.8,18,0,50,5.1491430813,0.3144016722,4.39,G,,,More than 70% of this yellow giant's mass has been converted to broth and encouraging pamphlets by a replicator outbreak.,
326,SHAULA,,,Scorpii,,,17,33,36.52,-37,6,13.76,4.5972350652,-0.6475838629,1.62,B1.5-2 IV+ (A),,,"Quintuple system whose worlds were reprocessed into a superweapon, the Sting, now used as a Memorial to Forgotten Wars.",
327,SHE,,,Columbae,,,5,45,59.9,32,18,23,1.5097025308,0.5638528555,5.15,O9.5 V,,,Hot O-class dwarf which was ejected from the Orion supernova factory after a disagreement with local demiurges.,
328,SHELIAK,,,Lyrae,,,18,50,4.79525,33,21,45.61,4.9309038573,0.5822884291,3.52,B6–8II / B,,,"Semi-detached binary, Roche lobes kissing in a fever of x-rays and plasma, attracting complaints from the neighbours.",
329,SHERATAN,,,Arietis,,,1,54,38.41099,20,48,28.9133,0.5002121628,0.36316866,2.655,A5 V,,,Comfortable white star with a spotless spectrum and an exceptionally high thread count.,
330,SIMIRAM,,,Carinae,,,10,13,44.21739,-70,2,16.4563,2.677932658,-1.2223920352,3.29,B8 IIIe,,,"Blue giant, rare example of a system where organic life forms invented machine intelligence.",
331,SINISTRA,,,Ophiuchi,,,17,59,1.59191,-9,46,25.0798,4.7081414242,-0.1705820806,3.332,K0 IIIa CN –1,,,"K-giant with an peaceful culture belying its name, with the exception of its inner brown dwarf, which is a real dump.",
332,SIRIUS,,,Canis Majoris,,,6,45,8.9173,-16,42,58.017,1.767794352,-0.2917512594,-1.47,A1V (A),,,"Blue-white star, its red colour several thousand years ago was due to an outbreak of dragons on its white dwarf.",
333,SIRRAH,,,Andromedae,,,0,8,23.2586,29,5,25.555,0.0365979982,0.5077238183,2.06,G5,,,"A-binary whose planets lie under a curse of perpetual renaissance, excelling in ostentation, virtù, poetry and war.",
334,SITULA,,,Aquarii,,,22,37,45.38049,-4,13,40.9939,5.9243296498,-0.0737934608,5.03,K2 III,,,"Orange giant, all of its planets are waterworlds, studded with buoyant pumice islands, webbed with hundred-mile kelp.",
335,SKAT,,,Aquarii,,,22,54,39.0125,-15,49,14.953,5.9980430497,-0.2761254042,3.252,A3 V,,,"Remote star used by demiurges as a prison for a powerful cacodæmon, an A-class dwarf with an unspeakable spectrum.",
336,SPEEDY MIC,,,Microscopii,,,20,47,45.00732,-36,35,40.7905,5.4443369678,-0.6386973759,9.39,K3Ve,,,"Young K-dwarf, spinning wildly and breaking out in a mass of sunspots and absurdly styled prominences.",
337,SPICA,,,Virginis,,,13,25,11.5793,-11,9,40.759,3.5133171901,-0.1948018168,1.04,B1 III-IV/B2 V,,,"Binary system of time-reversed blue dwarfs, its inhabitants cherish the memory of their creation in a great supernova.",
338,STEROPE I,,,Tauri,,,3,45,54.4,24,33,17,0.9857037839,0.4285607497,5.76,B,,,"Blue dwarf in the Pleiades, with STEROPE II (q.v.) formed part of an ancient experiment in 3D broadcasting.",STEROPE II  D 
339,STEROPE II,,,Tauri,,,3,46,2.9,24,31,41,0.9863219213,0.4280953286,5.76,A,,,"Legend says that if the galactic animal should close one of its eyes, this star (or STEROPE I) would go out.",STEROPE I
340,SUALOCIN,,,Delphini,,,20,39,38.287,15,54,43.49,5.4089416673,0.2777181965,3.77,A,,,"B-dwarf, second of the stars which Niccolò Cacciatore named after himself as a practical joke. See also: ROTANEV.",ROTANEV
341,SUBRA,,,Leonis,,,9,41,9.03,9,53,32.3,2.5357474187,0.1726533026,3.53,F9III/A5mV,,,"Binary system, its sole planet home to a breed of powerful humanoids who sustain a thriving superhero export industry.",
342,SULAFAT,,,Lyrae,,,18,58,56.62241,32,41,22.4003,4.9695794198,0.5705403769,3.261,B9 III,,,"Blue giant, the Skein fragment attached to its South Pole oscillates in resonance with the Song of Sulafat.",
343,SYRMA,,,Virginis,,,14,16,0.9,-6,0,2,3.7350700491,-0.1047294514,4.07,F,,,Mischievous F-class dwarf with a coquettish emission spectrum and slight unpredictable variability.,
344,TABIT,,,Orionis,,,4,49,50.41091,6,57,40.5883,1.2646663694,0.1214971606,3.16,F6 V,,,"Tiny, virtual star, created when an astronomer looked at the massive π⁴ Orionis through the wrong end of a telescope.",
345,TALITHA AUSTRALIS,,,Ursae Majoris,,,9,3,37.52762,47,9,23.489,2.3720135451,0.8230366202,3.6,A,,,"A-dwarf whose planets orbit in two ecliptic planes, a consequence of an ancient demarcation dispute.",
346,TALITHA BOREALIS,,,Ursae Majoris,,,8,59,12.45362,48,2,30.5741,2.3527368199,0.8384880448,3.14,A7 IV,,,"A pair of A-subgiants orbited by a pair of M-dwarfs. On its worlds, New Year³'s Eve is a really big deal.",A 
347,TANG,,,Serpentis,,,18,21,18.60056,-2,53,55.7766,4.805371437,-0.0505940727,3.26,K0 III-IV,,,"Vivid orange giant, its bright hue a side-effect of its use as a dumping ground for surplus astronaut refreshments.",
348,TANIA AUSTRALIS,,,Ursae Majoris,,,10,22,19.744,41,29,58.28,2.715422811,0.7243033008,3.06,M0 IIIab,,,"Friendly red giant with a cheerful, easygoing chromosphere and a somewhat coarse emission spectrum.",
349,TANIA BOREALIS,,,Ursae Majoris,,,10,17,5.78287,42,54,51.6808,2.6925909134,0.7489968047,3.45,A2 IV,,,"Beautiful, frosty white star, all of whose planets orbit at a respectable, if chilly, distance.",
350,TARAZED,,,Aquilae,,,19,46,15.58029,10,36,47.7408,5.1760342628,0.1852363546,2.712,K3 II,,,"Second swan consort of ALTAIR (q.v.), a K-type star whose gas giants sustain vast, blindly floating wings.",ALTAIR 
351,TAYGETA,,,Tauri,,,3,45,12.5,24,28,2,0.9826567299,0.4270335866,4.3,B,,,"Run-down member of the Pleiades cluster, a blue giant whose system is being gentrified by middle-class renobots.",
352,TEGMEN,,,Cancri,,,8,12,12.7,17,38,52,2.14767855,0.3080118279,4.67,F,,,Quadruple system in which life evolved separately on the worlds of each sun. Exports include gas membranes and diplomats.,
353,TEJAT POSTERIOR,,,Geminorum,,,6,22,57.62686,22,30,48.8979,1.6709801792,0.3929361454,2.857,M3 III,,,"Home to a monopod race who await their Messiah, The Many-Kneed, The One With Feet, He Who Shall Kick Arse.",
354,TEJAT PRIOR,,,Geminorum,,,6,14,52.657 / 52.567,22,30,24.48 / 24.51,1.6357121757,0.3928177641,3.5,M,,,A red giant orbited by a blue and yellow dwarf: its planets' sunsets can cause permanent nerve damage.,A 
355,TERTIA STRUTHIONUM,,,Ceti,,,1,44,4.0829,-15,56,14.928,0.4540825224,-0.2781615005,3.5,G8.5 V,,,"G-class star of many names, the Third Hen Ostrich, Durre Menthor (the Spilled Pearls), the Tipsy Astronomer, &amp;c.",
356,THABIT,,,Orionis,,,5,31,55.8,-7,18,5,1.4483178465,-0.1274332761,4.62,B0 V,,,"B-giant, in an example of the fixed-point theorem it is the only star in the Galaxy whose constellations never change.",
357,THANIH AL ADZARI,,,Canis Majoris,,,7,3,1.47211,-23,49,59.8523,1.8457927388,-0.4159694223,3.043,B3 Ia,,,"Huge and luminous blue giant, its system's inhabitants have not yet noticed the rest of the Galaxy.",
358,THEEMIM,,,Eridani,,,4,35,33.0385,-30,33,44.429,1.2023164883,-0.5334134844,3.817,G8IIIa,,,Counterfactual version of BEEMIM (q.v.) created by a cataloguing error aboard a ship with a subjunctive warp drive.,BEEMIM 
359,THUBAN,,,Draconis,,,14,4,23.3498,64,22,33.062,3.6843427671,1.123570551,3.6452,A0III ,,,"""Given the means, any species will create dragons; they are, as an ancient poet wrote, a necessary animal."" —Yll",
360,TIEN KWAN,,,Tauri,,,5,37,38.68542,21,8,33.1588,1.4732531779,0.369007007,3.01,B2 IIIpe,,,"Giant blue star surrounded by an eternally spiraling density wave, a mighty celestial pinwheel.",
361,TORCULARIS SEPTENTRIONALIS,,,Piscium,,,1,45,23.6,9,9,28,0.4598651691,0.1598333744,4.26,G,,,"G-giant, home to a Nominalist sect; its full name is written on the rings of its largest gas giant.",
362,TRAPEZIUM,,,Orionis,,,5,35,5,5,27,1.6,1.4620768588,0.0951282013,4,O,,,Volatile cluster of hot blue giants in the Orion supernova works. The responsible demiurge has been rebuked.,
363,TUREIS,,,Puppis,,,8,7,32.64882,-24,18,15.5679,2.1273126535,-0.4241904835,2.78,F2mF5IIp,,,"Example of a Del Scuti variable, its surface moving inwards and outwards as it turns around. That's what it's all about.",
364,TYL,,,Draconis,,,19,48,10.3521,70,16,4.549,5.1843807044,1.2264067419,3.9974,G8III ,,,"Yellow giant, orbited by the planet Owlglass, where trickster deities from across the Galaxy observe their convocations.",
365,UKDAH,,,Hydrae,,,9,29,8.9,2,46,8,2.4833780872,0.0483262277,4.59,F,,,"A tangled filament of the galactic animal has snared this G-class star, around which the manifold shudders and heaves.",A 
366,UNUKALHAI,,,Serpentis,,,15,44,16.07431,6,25,32.2633,4.1201459915,0.1121483772,2.623,K2 III,,,"K-giant, civilisation on its habitable worlds collapsed due to an obsession with feline images or ""cataclysm"".",
367,URODELUS,,,Ursae Minoris,,,16,45,58.1,82,2,14,4.3893648969,1.431819637,4.21,G,,,"G-class giant whose binary companion is feeding off the body of its host, a rare example of stellar cannibalism.",
368,USHAKARON,,,Tauri,,,3,27,10.2,9,43,58,0.9039496528,0.1698690176,3.73,B,,,"Triple system, home to Poet, a nemesis device of such wanton efficacy that many of its employers die of remorse.",
369,VEGA,,,Lyrae,,,18,36,56.33635,38,47,1.2802,4.873565508,0.6769030681,0.03,A0V,,,"Home to a refined, talented yet modest race who recently announced their decision to transcend, much to everyone's relief.",
370,VINDIEMATRIX,,,Virginis,,,13,2,10.59785,10,57,32.9415,3.412889385,0.191273258,2.826,G8 III,,,Somewhat dissolute G-giant which has matured in the last million years and now hardly ever stays out all night.,
371,WASAT,,,Geminorum,,,7,20,7.37978,21,58,56.3377,1.9203988499,0.3836637919,3.53,F0 IV,,,"F-subgiant with planetary companion bearing biosphere spectral fingerprint QQQF00F00F0 (""bizarro world"")",QQQF
372,WAZN,,,Columbae,,,5,50,57.5929,-35,46,5.9152,1.5313513694,-0.6242747735,3.105,K1 IIICN+1,,,"K-giant, attacked with a causality weapon, if ever it is not observed in some world's sky it will cease to have existed.",
373,WEZEN,,,Canis Majoris,,,7,8,23.48608,-26,23,35.5474,1.8692102556,-0.460648373,1.84,F8 Ia,,,"Rare example of a yellow supergiant, a vast crucible of the stellar alchemists, swollen with heavy elements.",
374,XESTUS,,,Velorum,,,8,40,17.58553,-52,55,18.8002,2.2702068834,-0.9236612085,3.6,B3 IV,,,"Home to the Xrskh, a race who built many enigmatic megastructures and then transcended to escape their subcontractors.",
375,YED POSTERIOR,,,Ophiuchi,,,16,18,19.28974,-4,41,33.0345,4.2687328106,-0.0818997424,3.22,G9.5 IIIb,,,"Blushing red giant, site of the planet Elephantis, consecrated to both speakable and unspeakable pleasures.",
376,YED PRIOR,,,Ophiuchi,,,16,14,20.73853,-3,41,39.5612,4.2513848771,-0.0644780922,2.75,M0.5 III,,,"Gloomy red giant whose worlds are noted for their stern asceticism, a rival to or subsidiary of YED POSTERIOR (q.v.).",YED POSTERIOR 
377,YILDUN,,,Ursae Minoris,,,17,32,12.9,86,35,11.25,4.5911540472,1.5112187856,4.35,A1Vn,,,"A-dwarf orbited by a lone asteroid, chalk white and ink-shadowed, named the Next-To-Last-Thing.",
378,ZANIAH,,,Virginis,,,12,19,54.35783,0,40,0.5095,3.228448806,0.0116379985,3.89,A2 V,,,"Very close triple system, lost in an eternal and amicable debate about who actually is in orbit about whom.",
379,ZAURAK,,,Eridani,,,3,58,1.76695,-13,30,30.6698,1.0385994012,-0.2357681404,2.95,M,,,"Sombre red giant with obsidian planets, onetime seat of an evil overlord, now reinventing itself as an arts precinct.",
380,ZAVAJAVA,,,Virginis,,,11,50,41.71824,1,45,52.991,3.1009932583,0.0308001695,3.604,F9 V,,,"Tatterdemalion carnival star, strung with marquee moons, the music of its spheres goes to a wheezing old calliope.",
381,ZOSMA,,,Leonis,,,11,14,6.50142,20,31,25.3853,2.9413525862,0.3582064563,2.56,A4 V,,,An early attempt to run a solar system on magic which was thwarted when several orders of elementals formed trade unions.,
382,ZUBEN ELAKRAB,,,Librae,,,15,35,31.54,-14,27,22.4,4.0820007801,-0.2523086752,3.91,K,,,"K-subgiant, claw of the galactic animal. When it was unsheathed it scratched and relieved the Great Voidquake.",
383,ZUBEN ELAKRIBI,,,Librae,,,15,51,9,-8,31,8,4.1501747951,-0.1486826597,4.43,B9.5V,,,"Blue variable, claw of the galactic animal. It is unsheathed as the dark matter thaws in the cosmic spring.",
384,ZUBENELGENUBI,,,Librae,,,14,50,41.18097,-15,59,50.0482,3.8863523503,-0.2792044326,2.7,F,,,"Quintuple system, claw of the galactic animal. When it was unsheathed, predators on all worlds halted; prey fled.",
385,ZUBENESCHEMALI,,,Librae,,,15,17,0.41382,-9,22,58.4919,4.001197404,-0.16376275,2.61,B8 V,,,"Rare blue-green giant, this claw of the galactic animal has not yet been unsheathed.",
